date,text
2020-10-01 21:34:12,RT @PastorDScott: The left wants to cancel the rest of the debates. That shows who they think won.
2020-10-01 21:33:01,RT @PastorDScott: White Supremacy question! https://t.co/49i45oOhec
2020-10-01 21:32:54,"RT @PastorDScott: If Trump had said Antifa is “Just an Idea”, there would have been a national uproar!!!"
2020-10-01 21:32:35,"RT @PastorDScott: President @realDonaldTrump HAD to “interrupt” (Challenge) Joe Bidens lies (green new deal, etc) because the person who wa…"
2020-10-01 21:31:51,"RT @RubinReport: Wow, this is Chris Wallace asking Trump the same question in 2016.

Any “journalists” wanna share this?

 https://t.co/mEg…"
2020-10-01 21:29:21,"RT @RJC: ""Starting Thursday, the ads — one attacking @JoeBiden
 and the other promoting @realDonaldTrump — will run in Miami-Dade, Broward…"
2020-10-01 21:28:39,RT @JackPosobiec: American citizens just held a march for Trump in Jerusalem from the Embassy to the Old City https://t.co/WekQ8BKSdI
2020-10-01 21:24:35,Thank you! https://t.co/dheOB0YlFz
2020-10-01 21:22:48,RT @KDORR_USA: Yikes!! Stay ‘till the end!  https://t.co/3eLJwcHJgh
2020-10-01 21:22:06,"RT @KDORR_USA: Americans across the country have zero confidence in Biden’s ability to handle the economy.

That’s why families like Janell…"
2020-10-01 21:19:22,"RT @jsolomonReports: Breaking: Senate report slams Bidens for conflicts of interest, flags possible criminal activity. GOP-led investigatio…"
2020-10-01 21:19:09,"RT @GreggJarrett: Michael Moore Chastises Biden For Only Visiting ‘White Michigan,’ Avoiding ‘Black Michigan’ https://t.co/0Id8qGewQZ"
2020-10-01 21:17:42,"RT @GreggJarrett: Extortion, Bribery and Sex Trafficking: The Truth about Hunter Biden https://t.co/ViCl57XKYB"
2020-10-01 21:17:13,RT @GreggJarrett: BLOOMBERG’S BIG POCKETS: Florida AG requests FBI probe into ex-con donations https://t.co/Q4FGWTf2VH
2020-10-01 21:16:12,"RT @GreggJarrett: Hunter Biden Report Bombshell: Biden Was Briefed About Son, Caused Problems In Obama White House https://t.co/rh2yGEa3my"
2020-10-01 21:15:37,RT @GreggJarrett: Stunning revelations expose FBI’s Trump probe as dirtiest political trick in US history https://t.co/KFI0D4NHuv
2020-10-01 21:15:25,"RT @GreggJarrett: Hunter Biden Report Bombshell: Biden Was Briefed About Son, Caused Problems In Obama White House https://t.co/nwAOeej3hs"
2020-10-01 21:15:12,RT @GreggJarrett: NYT ‘Refused To Listen’ Says Trump Atty Over ‘Fake News’ Trump Tax Returns https://t.co/Egbdy9Hgo4
2020-10-01 21:14:58,RT @GreggJarrett: The Brief Podcast: New Documents Show The Russia Hoax Far Worse Than We Thought https://t.co/MVgzRZd8fm
2020-10-01 21:14:48,RT @GreggJarrett: BOMBSHELL: Clinton Allegedly Approved Russiagate Falsehood As Distraction From Email Scandal https://t.co/1TqLo8rpMO
2020-10-01 21:14:12,RT @GreggJarrett: Corrupt Comey conveniently claims no memory of parts of FBI’s Trump-Russia ‘collusion’ probe https://t.co/HC4sAjaGZ4
2020-10-01 21:12:22,Exclusive Excerpt--Lewandowski &amp; Bossie: ‘Trump: America First: The President Succeeds Against All Odds’ https://t.co/8NVtLK2VU9 via @BreitbartNews. Great book. Order now!
2020-10-01 19:09:17,THANK YOU! #MAGA https://t.co/nGfbRmfmG7
2020-10-01 18:15:26,Why would I allow the Debate Commission to change the rules for the second and third Debates when I easily won last time?
2020-10-01 15:14:28,"I won the debate big, based on compilation of polls etc. Thank you!"
2020-10-01 03:45:25,"Thank you @HerschelWalker! 
https://t.co/XjlYe8x1Ay"
2020-10-01 03:25:31,"RT @GOPChairwoman: Big news!

A Maine court sided with the RNC and upheld the: 

*Ban on ballot harvesting
*Voter ID requirements
*Election…"
2020-10-01 03:00:33,Thank you Paul! https://t.co/aAk1sfww0d
2020-10-01 02:59:02,"100,000 DEFECTIVE BALLOTS IN NEW YORK. THEY WANT TO REPLACE THEM, BUT WHERE, AND WHAT HAPPENS TO, THE BALLOTS THAT WERE FIRST SENT? THEY WILL BE USED BY SOMEBODY. USA, END THIS SCAM - GO OUT AND VOTE!"
2020-10-01 02:51:05,"In just 3 and a half years, we have secured America’s Borders, rebuilt the awesome power of the U.S. Military, obliterated the ISIS caliphate, fixed our disastrous Trade Deals, and brought JOBS back home to America – and back to MINNESOTA! #MAGA https://t.co/nX2oU5IWL0"
2020-10-01 02:47:30,"As VP, Biden wiped out the Iron Range – seven plants were idled and more than 2K workers were laid off. After I put Tariffs on foreign steel, the Iron Range came roaring back to life! If Joe gets in, the Radical Left will shut down the Iron Range FOREVER! https://t.co/2Gk2uOjaCW"
2020-10-01 02:31:15,I want to defend &amp; preserve our nation’s historic values. Our opponents stand with rioters – I stand with the heroes of Law Enforcement. Biden says Antifa is just an idea. Ideas don’t assault cops &amp; burn down buildings. Antifa is a domestic terrorist org. https://t.co/ZSnRJ8DaQo
2020-10-01 02:28:59,Comey is a disaster who cheated and lied. How do you write books when you can’t remember anything? Should be tried for treason. This is ridiculous! https://t.co/Xc6OiM4dcJ
2020-10-01 02:24:22,"Last night I did what the corrupt media has refused to do: I held Joe Biden Accountable for his 47 years of lies, 47 years of betrayals, and 47 years of failure. The whole nation saw the truth — Joe Biden is too weak to lead this Country! https://t.co/8WepHOC0XN"
2020-10-01 02:14:00,"Thank you Duluth, Minnesota! 
https://t.co/OY9Ki05WHb"
2020-10-01 00:09:12,RT @paulsperry_: all this memory loss and out-of-the-loop i dunnos is strange for a guy who took copious notes after playing a case agent s…
2020-10-01 00:07:28,"So when will something significant happen to James Comey? Got caught cold. He is either very dumb, or one of the worst liars in political history. TOO LONG. EMBARRASSING!"
2020-09-30 23:57:44,"RT @LindseyGrahamSC: Great news for South Carolina and a compliment to the @weareboeingsc workforce!

This would never have come to pass ha…"
2020-09-30 23:56:23,Sleepy Joe’s USA! https://t.co/qL0vHoGk0z
2020-09-30 23:55:04,RT @realDonaldTrump: HIGHEST CABLE TELEVISION RATINGS OF ALL TIME. SECOND HIGHEST OVERALL TELEVISION RATINGS OF ALL TIME. Some day these Fa…
2020-09-30 23:54:57,"RT @realDonaldTrump: Just landed in Minnesota. Hasn’t been won by a Republican since 1972, and we saved Minneapolis. Also opened the massiv…"
2020-09-30 23:54:33,"RT @DanScavino: #Elections2020 #MAGA🇺🇸🦅
https://t.co/T2MirCw7ZL"
2020-09-30 23:48:24,Leaving Minneapolis for a quick stop in Duluth to celebrate the opening of the Obama CLOSED Iron Range. My great honor!!!
2020-09-30 21:50:51,"Just landed in Minnesota. Hasn’t been won by a Republican since 1972, and we saved Minneapolis. Also opened the massive and beautiful Iron Range, which Obama and Sleepy Joe closed.  Thousands of jobs started back. They will close again. How can we lose?"
2020-09-30 21:16:54,"HIGHEST CABLE TELEVISION RATINGS OF ALL TIME. SECOND HIGHEST OVERALL TELEVISION RATINGS OF ALL TIME. Some day these Fake Media Companies are going to miss me, very badly!!!"
2020-09-30 20:27:35,"So weird to watch @FoxNews interviewing only failed Dems, like Represenative Tim Ryan of Ohio, who got zero percent in his recent presidential run, and following Sleepy Joe’s train to wherever. What a difference from the past - But we will win anyway!!!"
2020-09-30 19:42:57,Just departed the White House for Minnesota! #MAGA https://t.co/nAdxls0z8C
2020-09-30 19:41:39,Thank you! https://t.co/KVayfCydRd
2020-09-30 19:40:47,https://t.co/Zm6Lqzgppq
2020-09-30 19:40:11,https://t.co/V3jQCWm9uJ
2020-09-30 19:23:39,"RT @GroverNorquist: Joe Biden will raise taxes on people making under $400,000. 
You do not want to believe that?Watch Biden say it himself…"
2020-09-30 19:23:25,"RT @GroverNorquist: Video: Yes, Biden will ban fracking.
He admits it on camera https://t.co/8b8xIoIKQV"
2020-09-30 19:22:36,Thank you Ari! https://t.co/ghPg3w2jmc
2020-09-30 19:21:20,https://t.co/gsFSgh2KPc
2020-09-30 19:21:16,No wonder I didn’t lose my hair! https://t.co/jBFE2OEhS2
2020-09-30 19:19:56,Try getting a new Anchor and a smarter Democrat candidate! https://t.co/B9heSVV1OJ
2020-09-30 19:15:21,"RT @paulsperry_: All of these FBI, CIA &amp; DOJ crooks are running out the clock until Nov. 3, while doing everything they can to boost Biden'…"
2020-09-30 19:13:46,https://t.co/ZrGsTKv78v
2020-09-30 18:49:28,"RT @paulsperry_: Comey refutes Senators' assertion he spied on Trump, when in fact he sent Pientka to surveil Trump at a security briefing…"
2020-09-30 18:48:56,RT @paulsperry_: We are in a stunningly bizarre situation where we have a candidate who was the vice president of an administration which 6…
2020-09-30 18:48:26,"RT @paulsperry_: Sen. Cruz to Comey: ""You were deliberately corrupt or woefully incompetent, and I don't believe you were incompetent."""
2020-09-30 18:48:06,Should be arrested on the spot! https://t.co/x81s8npZEF
2020-09-30 18:47:21,"RT @paulsperry_: Debuting next month: ""The Plot Against the President""

Watch the trailer ...

https://t.co/QuVpFgZm1d"
2020-09-30 18:46:51,LIAR!!! https://t.co/FvaSich3Li
2020-09-30 18:46:10,RT @JudiciaryGOP: James Comey is a fraud.
2020-09-30 18:44:15,Thank you Chuck and Harry! https://t.co/kKQOKbNEtk
2020-09-30 18:25:56,Radical Left Democrats are going CRAZY!
2020-09-30 18:23:46,Such a timid group of reporters at the Biden Press Conference. Where do these people come from?
2020-09-30 18:14:05,"RT @CBS_Herridge: NOW: Under oath Senate Judiciary @Comey “I don't remember any information reaching me about the source for Steele."" WHY I…"
2020-09-30 18:01:48,"Many more people would have died from the China Virus if Sleepy Joe were your President. He didn’t even want me to close our Country to Infected China until TWO MONTHS  later, when he said I was right. Now he likes to say I didn’t close up “fast enough”. Just another politician!"
2020-09-30 17:26:18,https://t.co/eullWrX8Am
2020-09-30 16:30:20,https://t.co/vWae0Ad8EH
2020-09-30 16:30:13,https://t.co/TrOy9toc8x
2020-09-30 16:30:05,https://t.co/glygIcS54J
2020-09-30 15:52:54,Heading to Minnesota today. Saved Minneapolis after the Dem LEFT almost let it be TOTALLY destroyed! #MAGA
2020-09-30 15:35:16,"Wow! 100,000 Mail In Ballots in New York City a total MESS. Mayor and Governor have no idea what to do. Big Fraud, Unfixable! Cancel Ballots and go out and VOTE, just like in past decades, when there were no problems!"
2020-09-30 14:22:13,"Biden REFUSED to use the term, LAW &amp; ORDER! There go the Suburbs."
2020-09-30 14:13:05,"Biden wants to Pack the Supreme Court, thereby ruining it. Also, he wants no fracking, killing our Energy business, and JOBS. Second Amendment is DEAD if Biden gets in! Is that what you want from a leader? He will destroy our Country! VOTE NOW USA."
2020-09-30 13:31:45,"Nobody wants Sleepy Joe as a leader, including the Radical Left (which he lost last night!). He disrespected Bernie, effectively calling him a loser!"
2020-09-30 13:17:11,"Chris had a tough night. Two on one was not surprising, but  fun. Many important points made, like throwing Bernie, AOC PLUS 3, and the rest, to the wolves! Radical Left is dumping Sleepy Joe. Zero Democrat enthusiasm, WEAK Leadership! https://t.co/BGbPVHau3M"
2020-09-30 13:06:09,"RT @politico: Today, Director of National Intelligence John Ratcliffe declassified a Russian intelligence assessment that was previously re…"
2020-09-30 05:17:24,"RT @DarrellIssa: Tonight, Joe Biden made it clear that if he’s elected he’s prepared to perpetually lockdown the American people, shut the…"
2020-09-30 05:16:28,"RT @GaryCoby: “Joe Biden will smile in your face and stab you in the back...

Deceiving and lying to the American people.”

America wants a…"
2020-09-30 05:12:43,RT @TimRunsHisMouth: If you still can't figure out why the American public doesn't trust the media... just rewatch Chris Wallace's performa…
2020-09-30 05:11:33,"RT @KLF: BIDEN tonight: “The Green New Deal is not my plan.” 

BIDEN website: “Biden believes the Green New Deal is a crucial framework…”…"
2020-09-30 05:11:02,RT @RealSaavedra: Biden has repeatedly failed to answer legitimate questions that American voters should know the answers to before voting…
2020-09-30 05:08:38,"RT @BrandonStraka: @realDonaldTrump You cleaned his clock. Full stop. 
The American ppl give a damn about 2 things right now: leftist viole…"
2020-09-30 05:02:54,RT @philipttirino: The American people didn’t elect @realDonaldTrump to play nice guy.
2020-09-30 05:02:36,"RT @abigailmarone: It's literal insanity watching the lamestream media pretend there are no issues with universal vote by mail.

Ballots ar…"
2020-09-30 04:58:51,"RT @TrumpWarRoom: Tonight, the American people witnessed President Trump deliver a strong, focused debate performance—a stark contrast from…"
2020-09-30 04:56:56,RT @mikehahn_: Chris Wallace owes @realDonaldTrump and the American People an apology after the way he conducted himself tonight!
2020-09-30 04:53:41,RT @Rockprincess818: Chris Wallace personified why the American public at large distrust the media.
2020-09-30 04:53:26,"RT @thebradfordfile: Trump won the presidency because he is not a politician. He is a fighter for the American people.

And that is why he…"
2020-09-30 03:57:50,https://t.co/HUSFkHqsyC
2020-09-30 02:51:43,"RT @TyCardon: Regardless who you’re pulling for, I think we can all agree that Joe Rogan would do a much better job moderating this thing t…"
2020-09-30 02:37:44,RT @realDonaldTrump: Rigged Election!
2020-09-30 02:35:11,https://t.co/58ssX7EfUj
2020-09-30 02:30:39,"Volunteer to be a Trump Election Poll Watcher. Sign up today! #MakeAmericaGreatAgain 
https://t.co/8m0dNPTtt6"
2020-09-30 02:27:50,https://t.co/gsFSgh2KPc
2020-09-30 02:26:18,“EPA: One Trillion Trees Initiative will build on President Donald Trump’s commitment” https://t.co/qQZqgqUrSK
2020-09-30 02:25:14,https://t.co/jp3tPy1X1a
2020-09-30 02:20:05,https://t.co/sgXAEojqjj https://t.co/lzWOUbQ5MV
2020-09-30 02:15:30,Joe Biden could not name a single Law Enforcement group that supports his candidacy!
2020-09-30 02:11:39,https://t.co/EMFDxIuyJs
2020-09-30 02:04:33,https://t.co/WMOXjAY8AY
2020-09-30 02:02:50,https://t.co/runkw7pxyv
2020-09-30 02:00:44,The American people want LAW &amp; ORDER — Joe Biden won’t even say those words!
2020-09-30 01:59:27,https://t.co/LFOSsWB58M
2020-09-30 01:58:42,"“The Fraternal Order of Police endorsed President Trump’s reelection, saying he has the ‘full and enthusiastic support’ of its more than 355,000 members.” https://t.co/ce8DjFNkHt"
2020-09-30 01:57:06,https://t.co/73kpVWrugh
2020-09-30 01:54:41,https://t.co/gF4VmXWFoK
2020-09-30 01:53:10,https://t.co/LnBpKJE9yi
2020-09-30 01:52:34,https://t.co/UwyDwoDQgp
2020-09-30 01:50:46,https://t.co/w6Vlywaesb
2020-09-30 01:48:35,https://t.co/kWxETQoUUN
2020-09-30 01:44:23,https://t.co/RF65Ne3ZyL
2020-09-30 01:43:55,https://t.co/5d45jekGfc
2020-09-30 01:39:25,I did more in 47 months as President than Joe Biden did in 47 years! https://t.co/Qa7U3pKxtE
2020-09-30 01:37:01,https://t.co/UE6Ut2saTh
2020-09-30 01:35:28,"If we listened to Joe Biden on coronavirus, millions of people would have died! https://t.co/zFRTHPIWwW"
2020-09-30 01:34:31,Joe wants to shut down this Country. I want to keep it OPEN!
2020-09-30 01:29:53,https://t.co/PRniUgzs3E
2020-09-30 01:29:44,https://t.co/p4zXjaryyQ
2020-09-30 01:29:19,"RT @TeamTrump: Joe Biden refuses to answer questions on whether or not he would pack the Supreme Court

#Debates2020 https://t.co/FiOQxlg4PL"
2020-09-30 01:28:48,https://t.co/DzCU5knvnM
2020-09-30 01:24:41,RT @TrumpWarRoom: FactCheck..org: “Joe Biden was wrong when he said that the Trump administration made no effort to get U.S. medical expert…
2020-09-30 01:23:23,https://t.co/9K5W3tOayt
2020-09-30 01:19:03,"RT @TrumpWarRoom: The public option championed by Joe Biden will kill the private insurance plans held by millions of Americans, a fact tha…"
2020-09-30 01:17:27,https://t.co/7pyBveEvkS https://t.co/DPbILlNXFY
2020-09-30 01:15:15,When Joe Biden was VP...https://t.co/Ps7Qd08y6t
2020-09-30 01:11:41,"RT @TrumpWarRoom: Joe Biden in 2017 on President Trump's Supreme Court nominees:

""In my view, [senators] are required to give the nominee…"
2020-09-30 00:59:51,"RT @TeamTrump: WATCH LIVE: First Presidential Debate #Debates2020

Text VOTE to 88022  https://t.co/ZsXuo0wpxa"
2020-09-29 21:14:05,Wow. Won’t let Poll Watchers &amp; Security into Philadelphia Voting Places. There is only one reason why. Corruption!!! Must have a fair Election.
2020-09-29 21:13:56,"Just arrived in the Great State of Ohio. Real Polls have us leading by even more than 2016. With Biden being against Fracking (Energy &amp; Jobs) &amp; your Second Amendment, we should be in very good shape!"
2020-09-29 21:09:21,Wow. Won’t let Poll Watchers &amp; Security into Philadelpiha Voting Places. There is only one reason why. Corruption!!! Must have a fair Election.
2020-09-29 18:43:09,RT @EricTrump: Does it shock anyone that poll watchers are being blocked and kicked out of voting locations in Philly? We are in court righ…
2020-09-29 16:17:26,https://t.co/gsFSghkmdM
2020-09-29 15:53:03,"A GREAT HONOR, THANK YOU!! https://t.co/OpgQwAPPtV"
2020-09-29 14:30:39,"Our Great 1st Amendment, our Great 2nd Amendment, our right to worship God &amp; so much more comes down to one vote on the Court. @TedCruz has a fantastic new book, “One Vote Away”, out today! It's the best book to read as we fight to #ConfirmACB to #SCOTUS. https://t.co/M9xyXiUti2"
2020-09-29 04:23:35,"RT @BreitbartNews: Tom Fitton: Americans weren’t generally aware of Joe and Hunter Biden’s shenanigans in Ukraine, but Obama’s State Depart…"
2020-09-29 04:22:08,Rigged Election! https://t.co/ysYCBCyxf8
2020-09-29 04:19:40,"RT @michellemalkin: ICYMI - @stevedraz, the driving force in Minnesota state legislature on @ilhan-related investigations of campaign finan…"
2020-09-29 04:19:21,RT @BorisEP: MUST WATCH! Democrats #CashForBallots scheme exposed. https://t.co/MxhhjaHRKr
2020-09-29 04:18:06,"RT @SallyGold: “At this point, the BOE does not know how many voters may be affected or how it will remedy the problem.”"
2020-09-29 04:15:31,"RT @athomeinbklyn: And this is the smallest of the problems being reported today as the requested absentee ballots begin to arrive.

People…"
2020-09-29 04:15:23,RT @JamesAGagliano: Voters across Queens have received mail-in ballots for the 2020 presidential election marked for military use despite n…
2020-09-29 04:15:14,RT @thehill: New York City Board of Elections says vendor error led to voters getting mail-in ballots with return envelopes containing wron…
2020-09-29 04:14:08,RT @rtraister: We got our ballots today--great. Then I opened them. In the one addressed to me: a ballot &amp; envelope bearing the name of ano…
2020-09-29 03:58:45,"Now Fake News @CNN is actually reporting that I wanted my daughter, Ivanka, to run with me as my Vice President in 2016 Election. Wrong and totally ridiculous. These people are sick!"
2020-09-29 03:51:04,Might as well mention this because it will never be reported by the Lamestream Media! https://t.co/5qqZrr9hXz
2020-09-29 03:27:07,RT @realDonaldTrump: https://t.co/FnFGjzd2er
2020-09-29 03:26:57,RT @realDonaldTrump: https://t.co/h4Ft5zhcmL
2020-09-29 03:26:56,RT @realDonaldTrump: https://t.co/J0tnBeIz6x
2020-09-29 03:24:39,"RT @JamesOKeefeIII: BREAKING: Omar Connected Harvester SEEN Exchanging $200 for General Election Ballot.""We don't care illegal.""...""We are…"
2020-09-29 02:59:59,https://t.co/jfbuPtqYz0
2020-09-29 02:59:50,WOW! https://t.co/rKu2PTcxxv
2020-09-29 02:53:25,https://t.co/PAw9oibHyx
2020-09-29 02:53:19,https://t.co/AOmhFwjxKC
2020-09-29 02:53:07,https://t.co/FnFGjzd2er
2020-09-29 02:52:58,https://t.co/h4Ft5zhcmL
2020-09-29 02:52:50,https://t.co/J0tnBeIz6x
2020-09-29 02:40:46,"Thank you #Truckers4Trump! 
https://t.co/leBrV3wo0J"
2020-09-29 02:31:12,https://t.co/fsVQbvjlnx
2020-09-29 01:26:37,"RT @TeamTrump: President @realDonaldTrump on Lordstown Motors in #Ohio: The area is ""absolutely booming"" now https://t.co/BZ1Smy8mJT"
2020-09-29 01:26:19,"RT @WhiteHouse: This morning, President @realDonaldTrump congratulated Lordstown Motors of Lordstown, Ohio, on their manufacturing of the 2…"
2020-09-29 01:26:02,"RT @GOPChairwoman: .@DonaldJTrumpJr is spot on.

@realDonaldTrump has actually created jobs, while Joe Biden has just talked about it for 5…"
2020-09-29 01:25:37,RT @TeamTrump: President @realDonaldTrump's administration has built the most advanced testing system in the world from scratch https://t.c…
2020-09-29 01:24:06,RT @GOPLeader: Republicans will rebuild the greatest economy in history. We've done it once with President @realdonaldTrump—and we will do…
2020-09-29 00:37:58,The “Trump Doctrine” earns President Trump a third Nobel Peace Prize Nomination! @LouDobbs
2020-09-28 19:44:25,RT @WhiteHouse: LIVE: President @realDonaldTrump gives an update on Coronavirus Testing Strategy https://t.co/Dp6FAknavO
2020-09-28 19:11:05,RT @GLFOP: .@realDonaldTrump: “I’m proud to have received the first ever unanimous endorsement from the largest police union in the world—t…
2020-09-28 18:31:23,https://t.co/gsFSghkmdM
2020-09-28 14:33:31,"Joe Biden just announced that he will not agree to a Drug Test. Gee, I wonder why?"
2020-09-28 14:29:37,".....Financial Statements, from  the time I announced I was going to run for President,  showing all properties, assets and debts. It is a very IMPRESSIVE Statement, and also shows that I am the only President on record to give up my yearly $400,000 plus Presidential Salary!"
2020-09-28 14:29:37,".....Also, if you look at the extraordinary assets owned by me, which the Fake News hasn’t, I am extremely under leveraged - I have very little debt compared to the value of assets. Much of this information is already on file, but I have long said that I may release...."
2020-09-28 14:29:36,"The Fake News Media, just like Election time 2016, is bringing up my Taxes &amp; all sorts of other nonsense with illegally obtained information &amp; only bad intent. I paid many millions of dollars in taxes but was entitled, like everyone else, to depreciation &amp; tax credits....."
2020-09-28 14:21:22,The Ballots being returned to States cannot be accurately counted. Many things are already going very wrong!
2020-09-28 04:29:28,"RT @DavidJHarrisJr: Maybe the Clintons won't get away it after all.
https://t.co/fj6SJmfAH4"
2020-09-28 04:29:21,Great book! https://t.co/H6J5JLW1mF
2020-09-28 04:27:54,"RT @DavidJHarrisJr: Project Veritas does it again!
https://t.co/qoFnViEEkd"
2020-09-28 04:27:48,"RT @stillgray: Project Veritas exposes Ilhan Omar-connected cash-for-votes ballot harvesting scheme.

https://t.co/vcyb2syHWk"
2020-09-28 04:26:05,"RT @SaraCarterDC: ELECTION FRAUD: Project Veritas @JamesOKeefeIII uncovers alleged ballot harvesting in Rep. Ilahn Omar’s district

Looks l…"
2020-09-28 04:25:25,"RT @JamesOKeefeIII: Project Veritas uncovers ‘ballot harvesting fraud’ in Minnesota: @mirandadevine @nypost 

#BallotHarvesting 
https://t.…"
2020-09-28 04:25:07,"This is totally illegal. Hope that the U.S. Attorney in Minnesota has this, and other of her many misdeeds, under serious review??? If not, why not??? We will win Minnesota because of her, and law enforcement. Saved Minneapolis &amp; Iron O Range! https://t.co/yete31P680"
2020-09-28 04:13:25,FAKE NEWS!
2020-09-27 21:32:12,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/cNOWdtlxGC
2020-09-27 20:45:41,https://t.co/4JIZoFZAl4
2020-09-27 20:45:26,"RT @TrumpWarRoom: WATCH: After Joe Biden's brain freezes, MSNBC anchor has to feed him a line https://t.co/pymKXjlqhf"
2020-09-27 19:49:29,https://t.co/iKDViFDlxD
2020-09-27 18:41:15,https://t.co/S72PSSLwtk
2020-09-27 18:33:19,"RT @realDonaldTrump: I will be strongly demanding a Drug Test of Sleepy Joe Biden prior to, or after, the Debate on Tuesday night. Naturall…"
2020-09-27 14:09:16,"Obamacare will be replaced with a MUCH better, and FAR cheaper, alternative if it is terminated in the Supreme Court. Would be a big WIN for the USA!"
2020-09-27 14:00:24,WATCH THE BALLOTS!!!
2020-09-27 13:58:58,"Wow, nobody realized how far Mini Mike Bloomberg went in bribing ex-prisoners to go out and vote for Sleepy Joe. He is desperate to get back into the good graces of the people who not only badly beat him, but made him look like a total fool. Now he’s committed a serious crime!"
2020-09-27 13:50:22,"YES, for many years, and hundreds of times a year. He is a Senatorial JOKE! https://t.co/Yvtt9FWzZK"
2020-09-27 13:44:41,"Hanoi Dick, who lied for years by saying he was a war hero in Vietnam, and was never even there (Impeach him!), should not be entitled to a vote on anything of importance! https://t.co/QC2zv4IhYJ"
2020-09-27 13:34:08,"I will be strongly demanding a Drug Test of Sleepy Joe Biden prior to, or after, the Debate on Tuesday night. Naturally, I will agree to take one also. His Debate performances have been record setting UNEVEN, to put it mildly. Only drugs could have caused this discrepancy???"
2020-09-27 02:11:55,RT @SteveDaines: Judge Barrett will defend our Montana way of life from those that want to take away our 2nd Amendment rights and destroy o…
2020-09-27 02:11:35,"RT @SenatorLankford: I supported her nomination in 2017 for the Court of Appeals, and I look forward to working through the process of advi…"
2020-09-27 02:11:31,RT @SenJohnBarrasso: My congratulations to Judge Barrett on her #SCOTUS nomination. I look forward to reviewing her judicial record &amp; other…
2020-09-27 02:11:05,RT @SenatorWicker: Amy Coney Barrett is an outstanding judge and an even better person. I commend President Trump on another exceptional pi…
2020-09-27 02:10:57,"RT @JimInhofe: .@realDonaldTrump made the right choice by choosing Amy Coney Barrett to serve on the Supreme Court. Throughout her career,…"
2020-09-27 02:10:50,"RT @SenToddYoung: I am thrilled with @POTUS’s nomination of fellow Hoosier, Judge Amy Coney Barrett, to serve on the Supreme Court. I've co…"
2020-09-27 02:10:37,"RT @SenRickScott: I applaud President @realDonaldTrump’s nomination of Amy Coney Barrett to service on the U.S. Supreme Court. 

She is a b…"
2020-09-27 02:10:28,RT @SenatorTimScott: While Senate Democrats have already shown they are more than happy to belittle her faith through baseless partisan att…
2020-09-27 02:09:53,RT @SenToomey: I am pleased that President Trump has nominated Judge Amy Coney Barrett to sit on the U.S. Supreme Court.
2020-09-27 02:09:42,RT @SenJohnThune: My statement on the president’s nomination of Judge Amy Coney Barrett to serve on the Supreme Court⬇️. While I look forwa…
2020-09-27 02:09:34,"RT @SenKevinCramer: Excellent choice, President @realDonaldTrump.

Judge Amy Coney Barrett seems made for this moment.

She’s a brilliant l…"
2020-09-27 02:09:23,"RT @LindseyGrahamSC: @realDonaldTrump As the Chairman of the @senjudiciary Committee, I’m very committed to ensuring the nominee gets a cha…"
2020-09-27 02:09:07,"RT @SenRubioPress: Senator Rubio issued the following statement regarding the nomination of Amy Coney Barrett to the U.S. Supreme Court.

R…"
2020-09-27 02:08:49,RT @senatemajldr: Judge Amy Coney Barrett is an exceptionally impressive jurist and an exceedingly well-qualified nominee to the Supreme Co…
2020-09-27 02:08:31,RT @SenShelby: Judge Barrett is an excellent choice and will make a great Supreme Court Justice. I will enthusiastically support her confir…
2020-09-27 02:07:28,"RT @GOP: “Well, we won Pennsylvania last time and we’re going to win it by a lot more this time.” -@realDonaldTrump"
2020-09-27 02:07:20,"RT @GOP: “Judge Barrett is a brilliant legal mind … Most important of all, she will defend your God-given rights and freedoms.”  -@realDona…"
2020-09-27 02:07:02,RT @GOP: I’ve just come from the Rose Garden of the White House where I proudly nominated Judge Amy Coney Barrett to the United States Supr…
2020-09-27 02:06:45,RT @GOP: “I’ll keep your jobs in Pennsylvania where they belong!” -@realDonaldTrump
2020-09-27 02:06:37,RT @TeamTrump: President @realDonaldTrump highlights mail-in voter fraud https://t.co/YmtoumEYxk
2020-09-27 02:06:20,"RT @GOP: Patrick Yoes, President of the National Fraternal Order of Police to @realDonaldTrump:
 
“You sir, have never turned your back on…"
2020-09-27 02:06:05,"RT @TommyHicksGOP: President @realDonaldTrump is upholding his constitutional duty by swiftly nominating someone to the Supreme Court.
 
Hi…"
2020-09-27 02:05:38,"RT @GOPChairwoman: Judge Amy Coney Barrett is a remarkable nominee, and the Senate should confirm her without delay.
 
The RNC is investing…"
2020-09-27 01:59:14,"Today, it was my great honor to nominate one of our nation’s most brilliant and gifted legal minds to the Supreme Court. She is a woman of unparalleled achievement, towering intellect, sterling credentials, and unyielding loyalty to the Constitution: Judge Amy Coney Barrett... https://t.co/l2yezt2UOi"
2020-09-27 01:57:24,"RT @AmericaFirstPol: 🚨 Must-read:

""Judge Barrett’s extensive experience as a professor and litigator, record of academic success, and outs…"
2020-09-27 01:57:03,RT @SenTomCotton: Judge Amy Coney Barrett is one of the finest legal minds of her generation and has now proven to be a wise judge as well.…
2020-09-27 01:56:46,RT @ChuckGrassley: Judge Barrett is an inspiring American+highly respected jurist She’s an excellent choice for Supreme Ct When hearings be…
